image_name,keypoint_0_x,keypoint_1_x,keypoint_2_x,keypoint_3_x,keypoint_4_x,keypoint_5_x,keypoint_6_x,keypoint_7_x,keypoint_8_x,keypoint_9_x,keypoint_10_x,keypoint_11_x,keypoint_12_x,keypoint_13_x,keypoint_14_x,keypoint_15_x,keypoint_16_x,keypoint_17_x,keypoint_18_x,keypoint_19_x,keypoint_20_x,keypoint_21_x,keypoint_22_x,keypoint_23_x,keypoint_24_x,keypoint_25_x,keypoint_26_x,keypoint_27_x,keypoint_28_x,keypoint_29_x,keypoint_30_x,keypoint_31_x,keypoint_32_x,keypoint_0_y,keypoint_1_y,keypoint_2_y,keypoint_3_y,keypoint_4_y,keypoint_5_y,keypoint_6_y,keypoint_7_y,keypoint_8_y,keypoint_9_y,keypoint_10_y,keypoint_11_y,keypoint_12_y,keypoint_13_y,keypoint_14_y,keypoint_15_y,keypoint_16_y,keypoint_17_y,keypoint_18_y,keypoint_19_y,keypoint_20_y,keypoint_21_y,keypoint_22_y,keypoint_23_y,keypoint_24_y,keypoint_25_y,keypoint_26_y,keypoint_27_y,keypoint_28_y,keypoint_29_y,keypoint_30_y,keypoint_31_y,keypoint_32_y,keypoint_0_z,keypoint_1_z,keypoint_2_z,keypoint_3_z,keypoint_4_z,keypoint_5_z,keypoint_6_z,keypoint_7_z,keypoint_8_z,keypoint_9_z,keypoint_10_z,keypoint_11_z,keypoint_12_z,keypoint_13_z,keypoint_14_z,keypoint_15_z,keypoint_16_z,keypoint_17_z,keypoint_18_z,keypoint_19_z,keypoint_20_z,keypoint_21_z,keypoint_22_z,keypoint_23_z,keypoint_24_z,keypoint_25_z,keypoint_26_z,keypoint_27_z,keypoint_28_z,keypoint_29_z,keypoint_30_z,keypoint_31_z,keypoint_32_z
leg raises_1000001.jpg,0.5341970324516296,0.5136914849281311,-0.09439148753881454,0.5283299684524536,0.4946901500225067,-0.08218679577112198,0.5273306965827942,0.49438345432281494,-0.08227617293596268,0.5261337161064148,0.49380987882614136,-0.08229462802410126,0.5265154838562012,0.4954730272293091,-0.12404127418994904,0.5244147777557373,0.49596020579338074,-0.12404508888721466,0.5220521688461304,0.49638307094573975,-0.12404993176460266,0.5085399746894836,0.49930813908576965,-0.003696923144161701,0.5031951069831848,0.5068760514259338,-0.19300465285778046,0.5266715884208679,0.5326926112174988,-0.058070410043001175,0.5248446464538574,0.5324670076370239,-0.11420094966888428,0.47223156690597534,0.5770605206489563,0.07439243048429489,0.48022395372390747,0.589791476726532,-0.25802427530288696,0.5028331279754639,0.4005201458930969,0.12578871846199036,0.4983254075050354,0.410523384809494,-0.4184539020061493,0.5046414136886597,0.23648734390735626,0.0020624857861548662,0.5058881044387817,0.23250579833984375,-0.43299081921577454,0.4956309199333191,0.20291869342327118,-0.03100895881652832,0.5056488513946533,0.19623370468616486,-0.4614366888999939,0.4975922405719757,0.19602027535438538,-0.04426846653223038,0.5022445321083069,0.19167780876159668,-0.4470973312854767,0.5005320906639099,0.20731689035892487,-0.013886122032999992,0.5013136863708496,0.20261894166469574,-0.4267736077308655,0.45751792192459106,0.911434531211853,0.12098177522420883,0.4647640883922577,0.919032633304596,-0.1207742765545845,0.4426882863044739,1.0881644487380981,0.16807503998279572,0.5022784471511841,1.1197974681854248,-0.1411009579896927,0.47917142510414124,1.219847321510315,0.267582505941391,0.44973814487457275,1.2502914667129517,-0.018174167722463608,0.4731177091598511,1.2422043085098267,0.27351242303848267,0.418044775724411,1.2544500827789307,-0.01089006569236517,0.5302192568778992,1.261717677116394,0.2429407685995102,0.48205384612083435,1.317225694656372,-0.08161075413227081
leg raises_100001.jpg,0.48884814977645874,0.1259704977273941,-0.20047946274280548,0.48988157510757446,0.10124365240335464,-0.18905140459537506,0.49305301904678345,0.10047769546508789,-0.18924300372600555,0.4961996078491211,0.09903235733509064,-0.18938322365283966,0.4763711988925934,0.10213169455528259,-0.213499516248703,0.47042953968048096,0.1025906354188919,-0.21341142058372498,0.46391281485557556,0.10273395478725433,-0.21346330642700195,0.49036768078804016,0.10677039623260498,-0.06648020446300507,0.4478072226047516,0.11463171988725662,-0.18319658935070038,0.48948878049850464,0.148809015750885,-0.15005747973918915,0.47519880533218384,0.15179866552352905,-0.18238146603107452,0.4703472852706909,0.21568243205547333,0.04823185130953789,0.434023916721344,0.2278612107038498,-0.2306167334318161,0.5155335664749146,0.4009796679019928,0.1703256517648697,0.47546496987342834,0.3784870505332947,-0.32076549530029297,0.5247310400009155,0.421677827835083,0.15789498388767242,0.5450714230537415,0.34348228573799133,-0.34605884552001953,0.5238561630249023,0.43594059348106384,0.14008496701717377,0.5829828977584839,0.355337917804718,-0.370155930519104,0.5082555413246155,0.38322728872299194,0.11528579145669937,0.5533867478370667,0.3167397379875183,-0.37436768412590027,0.5222803354263306,0.4125293791294098,0.14633022248744965,0.5461503267288208,0.31923016905784607,-0.34794241189956665,0.49041441082954407,0.6456378102302551,0.07968664169311523,0.4503232538700104,0.6521450877189636,-0.07900189608335495,0.5034055709838867,0.8213969469070435,0.19718961417675018,0.4381366968154907,0.8467264175415039,-0.06866887956857681,0.49219977855682373,0.9487667679786682,0.3605296313762665,0.4393465220928192,0.9882218241691589,0.15914683043956757,0.48110345005989075,0.9651501774787903,0.3740333616733551,0.430166095495224,0.9888145327568054,0.17465215921401978,0.5188646912574768,1.0048905611038208,0.33486732840538025,0.46609556674957275,1.157468557357788,0.10274030268192291
leg raises_1000011.jpg,0.5007469654083252,0.49025967717170715,-0.34577977657318115,0.5002622604370117,0.46307802200317383,-0.3166375756263733,0.5022173523902893,0.46410971879959106,-0.31661128997802734,0.5041171312332153,0.46534767746925354,-0.31670311093330383,0.4914887547492981,0.4600446820259094,-0.3477472960948944,0.487311989068985,0.45879286527633667,-0.34781762957572937,0.4828501343727112,0.45770004391670227,-0.3478487730026245,0.49516382813453674,0.4824463725090027,-0.17102691531181335,0.4661555588245392,0.4756762683391571,-0.3042152225971222,0.49968573451042175,0.5185966491699219,-0.2879198491573334,0.4900210201740265,0.5177770853042603,-0.32886648178100586,0.4872528314590454,0.5692436695098877,-0.04852556064724922,0.43267032504081726,0.5744345188140869,-0.3917027711868286,0.5229818820953369,0.4184263348579407,-0.02751665562391281,0.43818578124046326,0.4155760109424591,-0.5664458870887756,0.5228416323661804,0.246443510055542,-0.12929613888263702,0.4420641362667084,0.24745585024356842,-0.5453274846076965,0.5171043276786804,0.21350383758544922,-0.14463363587856293,0.4400358498096466,0.20937101542949677,-0.5855283141136169,0.5141856670379639,0.207236185669899,-0.15183371305465698,0.4416596591472626,0.19965283572673798,-0.5675052404403687,0.5128669738769531,0.21588441729545593,-0.14130662381649017,0.44544127583503723,0.20972372591495514,-0.5400912761688232,0.4780445098876953,0.8786299228668213,0.1086418405175209,0.44106441736221313,0.8939122557640076,-0.10860279202461243,0.5366032719612122,0.9720202684402466,0.11408185213804245,0.5307953953742981,1.0785681009292603,-0.25724107027053833,0.4950767159461975,1.08381187915802,0.28287938237190247,0.4634886682033539,1.118994951248169,0.04841882735490799,0.4871964752674103,1.0918567180633545,0.2916125953197479,0.4486647844314575,1.108762502670288,0.07440801709890366,0.505937933921814,1.1152746677398682,0.3045482337474823,0.46414774656295776,1.1459360122680664,0.06825938820838928
leg raises_1000021.jpg,0.501977801322937,0.5122775435447693,-0.1744377464056015,0.5011253952980042,0.48700952529907227,-0.15547513961791992,0.5031688213348389,0.4869135022163391,-0.15550518035888672,0.5052047371864319,0.4866098165512085,-0.15559262037277222,0.49192479252815247,0.4869195222854614,-0.1904923915863037,0.48717087507247925,0.48682665824890137,-0.19056369364261627,0.482054740190506,0.48663783073425293,-0.1905069798231125,0.4941481351852417,0.499360054731369,-0.057293474674224854,0.46031302213668823,0.5018349289894104,-0.21985477209091187,0.5025689601898193,0.5381425023078918,-0.1316286027431488,0.49309292435646057,0.537960410118103,-0.17927946150302887,0.470922589302063,0.5960575342178345,0.03926029056310654,0.45000186562538147,0.60816890001297,-0.28410598635673523,0.5023819208145142,0.4117434322834015,0.09187205880880356,0.45141568779945374,0.4217166602611542,-0.4445938467979431,0.5110471248626709,0.2279084324836731,-0.05531900376081467,0.4519750773906708,0.23352351784706116,-0.4623625874519348,0.5031192898750305,0.197732612490654,-0.07245190441608429,0.44998088479042053,0.19115698337554932,-0.5128806233406067,0.5009412169456482,0.1930381804704666,-0.10520340502262115,0.44858911633491516,0.1851581633090973,-0.4822682738304138,0.5014340281486511,0.20207597315311432,-0.07634761184453964,0.4522026777267456,0.19551150500774384,-0.4540572762489319,0.46717309951782227,0.9325522780418396,0.1206991970539093,0.4598620533943176,0.9538121819496155,-0.12016353756189346,0.6116576790809631,0.9477189183235168,0.21845166385173798,0.5900918841362,0.9568027257919312,-0.10082073509693146,0.7383584976196289,0.9244651198387146,0.38724958896636963,0.6721404790878296,0.9391525983810425,0.11068461090326309,0.7688601613044739,0.9251692891120911,0.3989124894142151,0.7709459066390991,0.9570938348770142,0.11971061676740646,0.7914655208587646,0.857100784778595,0.3352241516113281,0.7925068140029907,0.8622015118598938,0.013522687368094921
leg raises_1000031.jpg,0.512937068939209,0.5130903720855713,-0.0872751921415329,0.5062038898468018,0.491014301776886,-0.07328459620475769,0.506041407585144,0.4906243085861206,-0.07324666529893875,0.5058562159538269,0.490062415599823,-0.07326539605855942,0.49981844425201416,0.49180662631988525,-0.11524876207113266,0.49532923102378845,0.4920801520347595,-0.11527015268802643,0.4903806447982788,0.4922495186328888,-0.11516670882701874,0.4859910309314728,0.5012586116790771,0.002355763455852866,0.4653555154800415,0.5044689178466797,-0.1915471851825714,0.5071660876274109,0.536449670791626,-0.05020925775170326,0.4996863901615143,0.5369970798492432,-0.10695331543684006,0.4555438756942749,0.5964620113372803,0.0948127880692482,0.4433750510215759,0.6024467349052429,-0.25450482964515686,0.4986098110675812,0.4140320122241974,0.18574735522270203,0.4578756093978882,0.4192056357860565,-0.4342552125453949,0.5103820562362671,0.2394707351922989,-9.99447365757078e-06,0.4536299705505371,0.23401100933551788,-0.4296227693557739,0.4971703290939331,0.20618703961372375,-0.01103196945041418,0.4502379596233368,0.18855668604373932,-0.47517645359039307,0.49736520648002625,0.2003011703491211,-0.0549301877617836,0.4488067626953125,0.18485817313194275,-0.43787533044815063,0.5001416802406311,0.21069276332855225,-0.0244407020509243,0.45510178804397583,0.198807030916214,-0.41626644134521484,0.4681735336780548,0.9405298829078674,0.12336085736751556,0.4695397615432739,0.9547456502914429,-0.12282388657331467,0.6162856817245483,0.9132025837898254,0.2185239940881729,0.600071370601654,0.9533106684684753,-0.06659679859876633,0.7559806108474731,0.8775501847267151,0.4111301302909851,0.7431793212890625,0.907707154750824,0.14128491282463074,0.795998215675354,0.9140630960464478,0.4251101613044739,0.797260582447052,0.9050969481468201,0.1485406905412674,0.8074019551277161,0.8021794557571411,0.36550962924957275,0.8185656666755676,0.8100003004074097,0.040327753871679306
leg raises_1000041.jpg,0.5086181163787842,0.5101019144058228,-0.07271301746368408,0.5019493103027344,0.4882276654243469,-0.06149211898446083,0.5015128254890442,0.4875783324241638,-0.061458297073841095,0.5010263323783875,0.4866679608821869,-0.06145588308572769,0.4960005581378937,0.4894352853298187,-0.10331352055072784,0.49172529578208923,0.489626944065094,-0.1033484935760498,0.4873448312282562,0.48959457874298096,-0.10326839983463287,0.48177269101142883,0.4992033541202545,0.006264989264309406,0.46556928753852844,0.5024861097335815,-0.18883827328681946,0.5022067427635193,0.5325573086738586,-0.03805633261799812,0.4956519305706024,0.533052384853363,-0.09493616223335266,0.44798949360847473,0.5931537747383118,0.10089585185050964,0.440689355134964,0.5964152216911316,-0.2482539713382721,0.48068374395370483,0.40890732407569885,0.19931402802467346,0.4597686529159546,0.4163960814476013,-0.4272718131542206,0.49220380187034607,0.24556080996990204,0.005994321312755346,0.4535585045814514,0.23319102823734283,-0.4179346263408661,0.47645869851112366,0.2135428935289383,-0.0044289384968578815,0.45003291964530945,0.19366644322872162,-0.46258118748664856,0.4805647134780884,0.20552092790603638,-0.04952462762594223,0.4479259252548218,0.190208300948143,-0.4273805320262909,0.4853787422180176,0.21639257669448853,-0.018330030143260956,0.4523284137248993,0.2031816840171814,-0.40499794483184814,0.4639724791049957,0.9421232342720032,0.1254115253686905,0.4673638343811035,0.9550983905792236,-0.12494799494743347,0.601538360118866,0.9111950397491455,0.2412630021572113,0.5753040313720703,0.9558277726173401,-0.029567398130893707,0.736885666847229,0.8770864009857178,0.43303436040878296,0.7433601021766663,0.8805648684501648,0.16519169509410858,0.7641812562942505,0.8907855749130249,0.44744378328323364,0.7803485989570618,0.8972249627113342,0.1729072779417038,0.7838308811187744,0.7889755368232727,0.3886510133743286,0.8004015684127808,0.7930659055709839,0.06492580473423004
leg raises_1000051.jpg,0.502629280090332,0.5002431869506836,-0.10177314281463623,0.4982808232307434,0.4804433286190033,-0.08350761234760284,0.4991341829299927,0.48000046610832214,-0.083544060587883,0.4999845325946808,0.4791052043437958,-0.08358979225158691,0.4893413782119751,0.48088210821151733,-0.12393000721931458,0.4842108190059662,0.4807499349117279,-0.12396299093961716,0.4791657626628876,0.4802839457988739,-0.12388239800930023,0.4843188226222992,0.4917736351490021,0.011436174623668194,0.4600246548652649,0.49408379197120667,-0.17451567947864532,0.4975793957710266,0.5220467448234558,-0.058467697352170944,0.48787814378738403,0.522522509098053,-0.11231262981891632,0.45253098011016846,0.5881696939468384,0.12463641911745071,0.44444477558135986,0.5913013815879822,-0.2574031949043274,0.49103543162345886,0.4028528928756714,0.19896753132343292,0.4525194466114044,0.41017159819602966,-0.42418989539146423,0.5048142075538635,0.23736125230789185,0.024948948994278908,0.4412173926830292,0.22797641158103943,-0.42941948771476746,0.48878130316734314,0.20812445878982544,0.004150195978581905,0.44138282537460327,0.19035805761814117,-0.4783562123775482,0.4874512851238251,0.2026250809431076,-0.03153133764863014,0.4433232843875885,0.18004614114761353,-0.45268547534942627,0.49528199434280396,0.21265538036823273,0.0010289967758581042,0.4468887746334076,0.1951829493045807,-0.4210645854473114,0.4619145691394806,0.9476445317268372,0.14182475209236145,0.4716326594352722,0.9532291889190674,-0.14128665626049042,0.61493319272995,0.9725108742713928,0.2187320739030838,0.615295946598053,1.0196737051010132,-0.06630871444940567,0.7648810744285583,0.9948575496673584,0.4038142263889313,0.7607318758964539,1.0306144952774048,0.08972182124853134,0.7834344506263733,1.0243699550628662,0.416858047246933,0.7918550372123718,1.0580518245697021,0.09323491901159286,0.8294409513473511,0.9157154560089111,0.3643084466457367,0.837173581123352,0.9427809715270996,-0.03493349626660347
leg raises_1000061.jpg,0.5108131170272827,0.5017481446266174,-0.12418260425329208,0.5048430562019348,0.4812910258769989,-0.09994753450155258,0.50499027967453,0.48108983039855957,-0.09991136938333511,0.5051164627075195,0.48062071204185486,-0.0998641774058342,0.49765318632125854,0.48155325651168823,-0.1428910195827484,0.4928280711174011,0.48156997561454773,-0.1428336203098297,0.48796385526657104,0.48144814372062683,-0.14267787337303162,0.48928388953208923,0.4943699836730957,0.025810563936829567,0.4702502489089966,0.4961715340614319,-0.1713966578245163,0.5033841133117676,0.5237791538238525,-0.07188823819160461,0.4954306483268738,0.5252536535263062,-0.12820397317409515,0.46094608306884766,0.5837266445159912,0.13848257064819336,0.451620876789093,0.5911226272583008,-0.2703019678592682,0.49374061822891235,0.40861302614212036,0.18796110153198242,0.4535583257675171,0.4104861319065094,-0.47978675365448,0.5053063035011292,0.24284669756889343,-1.8415450540487655e-05,0.44853657484054565,0.2186199426651001,-0.5254861116409302,0.49260029196739197,0.20908671617507935,-0.04457146301865578,0.4475623667240143,0.1786697804927826,-0.5729713439941406,0.49325326085090637,0.19978569447994232,-0.06941472738981247,0.4489459991455078,0.17148342728614807,-0.553701639175415,0.49482351541519165,0.21317388117313385,-0.02557896450161934,0.45203810930252075,0.18632979691028595,-0.5197253823280334,0.4660097062587738,0.9464448690414429,0.13630573451519012,0.4689396917819977,0.9509652853012085,-0.13603277504444122,0.48914414644241333,1.0219032764434814,0.20778118073940277,0.5089924335479736,1.168513298034668,-0.140911266207695,0.4963328242301941,1.2716046571731567,0.3782985806465149,0.4644864797592163,1.3301379680633545,-0.0033733337186276913,0.4852302670478821,1.2973798513412476,0.3883157968521118,0.4431011378765106,1.3481578826904297,0.0107337087392807,0.5427564382553101,1.2745875120162964,0.327777236700058,0.48450881242752075,1.3009114265441895,-0.10958941280841827
leg raises_1000071.jpg,0.5053626894950867,0.5086854696273804,-0.17453373968601227,0.50095534324646,0.4859471619129181,-0.14159564673900604,0.5018782019615173,0.4859147369861603,-0.141537144780159,0.5028590559959412,0.4857439696788788,-0.14137831330299377,0.4931051433086395,0.48582789301872253,-0.18294955790042877,0.48867928981781006,0.48571738600730896,-0.1829051375389099,0.48417842388153076,0.48549380898475647,-0.18279510736465454,0.4926607310771942,0.5005034804344177,0.022623753175139427,0.4691278040409088,0.5001514554023743,-0.1679174154996872,0.5005322098731995,0.5324341654777527,-0.1096014603972435,0.4922826588153839,0.5329788327217102,-0.16317202150821686,0.47534888982772827,0.616192102432251,0.15815864503383636,0.45360496640205383,0.6059013605117798,-0.2921849191188812,0.5102846622467041,0.41936194896698,0.189564511179924,0.4577495753765106,0.42383110523223877,-0.5273714661598206,0.5216545462608337,0.2452762871980667,-0.030050020664930344,0.45720240473747253,0.22681021690368652,-0.5914146900177002,0.506709635257721,0.20882274210453033,-0.08206818252801895,0.45105722546577454,0.18683402240276337,-0.6432616710662842,0.5050357580184937,0.2035256326198578,-0.11337877064943314,0.45205071568489075,0.18103133141994476,-0.6325615048408508,0.5085680484771729,0.21583016216754913,-0.060155175626277924,0.45706260204315186,0.19174666702747345,-0.5882377624511719,0.47547706961631775,0.9596982598304749,0.14602059125900269,0.4612281620502472,0.9586098790168762,-0.145711287856102,0.47680968046188354,1.2152091264724731,0.16596393287181854,0.4378577470779419,1.2413889169692993,-0.1832960695028305,0.48109108209609985,1.4287214279174805,0.3231317102909088,0.42891165614128113,1.4380725622177124,-0.11142683029174805,0.4670839309692383,1.4680311679840088,0.32939374446868896,0.4106820225715637,1.503961205482483,-0.1110537126660347,0.5198528170585632,1.5392966270446777,0.21750527620315552,0.4649165868759155,1.5951008796691895,-0.3213025629520416
leg raises_1000081.jpg,0.5058184266090393,0.49979954957962036,-0.22999747097492218,0.5057590007781982,0.4790971875190735,-0.189603790640831,0.5082256197929382,0.4793461263179779,-0.18955515325069427,0.5107136964797974,0.47930118441581726,-0.18941840529441833,0.49428755044937134,0.4792201519012451,-0.2233797013759613,0.4885917603969574,0.4794643819332123,-0.22335600852966309,0.4826788604259491,0.4795428514480591,-0.22326837480068207,0.5026225447654724,0.49531787633895874,-0.004477033857256174,0.46548402309417725,0.4952392578125,-0.16039921343326569,0.505060613155365,0.5271649956703186,-0.16028711199760437,0.4918856620788574,0.5272693037986755,-0.20322240889072418,0.48397156596183777,0.5889391303062439,0.11838391423225403,0.4539126753807068,0.5913295745849609,-0.28595277667045593,0.5167404413223267,0.4070359170436859,0.10957010090351105,0.4545499086380005,0.41971808671951294,-0.5238390564918518,0.5200615525245667,0.23626016080379486,-0.09945996105670929,0.4515745937824249,0.21909663081169128,-0.5993028283119202,0.5111840963363647,0.20407554507255554,-0.15536563098430634,0.45147642493247986,0.1798112392425537,-0.65031498670578,0.5134826302528381,0.20031604170799255,-0.17673616111278534,0.452480673789978,0.17093293368816376,-0.6382853388786316,0.5130326747894287,0.20700760185718536,-0.12586604058742523,0.45618876814842224,0.18386003375053406,-0.596746563911438,0.48106640577316284,0.9612600803375244,0.14011862874031067,0.4615898132324219,0.9549139142036438,-0.139753058552742,0.4725070297718048,1.2004115581512451,0.1428346186876297,0.4275652766227722,1.210486650466919,-0.1855054646730423,0.47103896737098694,1.4385099411010742,0.2984117269515991,0.4146082103252411,1.4866738319396973,-0.12828458845615387,0.45749732851982117,1.4716657400131226,0.30515745282173157,0.3943115770816803,1.5329104661941528,-0.13053566217422485,0.5095756649971008,1.5341066122055054,0.2035648375749588,0.45827093720436096,1.5950268507003784,-0.3354836404323578
